FID,LAT,LONG_,ELEV,dailymet_livneh2015
1933,35.71875,-103.40625,1433.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-103.40625
1934,35.71875,-103.46875,1444.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-103.46875
1935,35.71875,-103.53125,1428.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-103.53125
1936,35.71875,-103.59375,1382.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-103.59375
1937,35.71875,-103.65625,1320.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-103.65625
1938,35.71875,-103.71875,1303.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-103.71875
1939,35.71875,-103.78125,1343.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-103.78125
1940,35.71875,-103.84375,1446.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-103.84375
1941,35.71875,-103.90625,1536.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-103.90625
1942,35.71875,-103.96875,1612.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-103.96875
1943,35.71875,-104.03125,1551.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-104.03125
1944,35.71875,-104.09375,1461.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-104.09375
1945,35.71875,-104.15625,1499.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-104.15625
1946,35.71875,-104.21875,1523.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-104.21875
1947,35.71875,-104.28125,1541.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-104.28125
1948,35.71875,-104.34375,1629.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-104.34375
1949,35.71875,-104.40625,1537.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-104.40625
1950,35.71875,-104.46875,1706.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-104.46875
1951,35.71875,-104.53125,1848.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-104.53125
1952,35.71875,-104.59375,1878.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-104.59375
1953,35.71875,-104.65625,1932.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-104.65625
1954,35.71875,-104.71875,1962.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-104.71875
1955,35.71875,-104.78125,1973.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-104.78125
1956,35.71875,-104.84375,1993.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-104.84375
1957,35.71875,-104.90625,2016.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-104.90625
1958,35.71875,-104.96875,2041.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-104.96875
1959,35.71875,-105.03125,2032.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-105.03125
1960,35.71875,-105.09375,2046.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-105.09375
1961,35.71875,-105.15625,2047.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-105.15625
1962,35.71875,-105.21875,2084.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-105.21875
1963,35.71875,-105.28125,2210.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-105.28125
1964,35.71875,-105.34375,2330.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-105.34375
1965,35.71875,-105.40625,2444.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-105.40625
1966,35.71875,-105.46875,2690.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-105.46875
1967,35.71875,-105.53125,3010.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-105.53125
1968,35.71875,-105.59375,3016.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-105.59375
1969,35.71875,-105.65625,2731.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-105.65625
1970,35.71875,-105.71875,2630.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-105.71875
1971,35.71875,-105.78125,2843.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-105.78125
1972,35.71875,-105.84375,2642.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-105.84375
1973,35.71875,-105.90625,2278.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-105.90625
1974,35.71875,-105.96875,2150.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-105.96875
1975,35.71875,-106.03125,2045.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-106.03125
1976,35.71875,-106.09375,1965.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-106.09375
1977,35.71875,-106.15625,2073.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-106.15625
1978,35.71875,-106.21875,2040.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-106.21875
1979,35.71875,-106.28125,1812.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-106.28125
1980,35.71875,-106.34375,1881.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-106.34375
1981,35.71875,-106.40625,2069.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-106.40625
1982,35.71875,-106.46875,2208.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-106.46875
1983,35.71875,-106.53125,2492.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-106.53125
1984,35.71875,-106.59375,2401.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-106.59375
1985,35.71875,-106.65625,2156.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-106.65625
1986,35.71875,-106.71875,2013.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-106.71875
1987,35.71875,-106.78125,2074.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-106.78125
1988,35.71875,-106.84375,2489.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-106.84375
1989,35.71875,-106.90625,2055.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-106.90625
1990,35.71875,-106.96875,1936.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-106.96875
1991,35.71875,-107.03125,1958.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-107.03125
1992,35.71875,-107.09375,1972.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-107.09375
1993,35.71875,-107.15625,1955.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-107.15625
1994,35.71875,-107.21875,1915.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-107.21875
1995,35.71875,-107.28125,1943.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-107.28125
1996,35.71875,-107.34375,1981.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-107.34375
1997,35.71875,-107.40625,1998.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-107.40625
1998,35.71875,-107.46875,1999.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-107.46875
1999,35.71875,-107.53125,2000.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-107.53125
2000,35.71875,-107.59375,2044.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-107.59375
2001,35.71875,-107.65625,2083.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-107.65625
2002,35.71875,-107.71875,2120.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-107.71875
2003,35.71875,-107.78125,2149.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-107.78125
2004,35.71875,-107.84375,2100.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-107.84375
2005,35.71875,-107.90625,2060.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-107.90625
2006,35.71875,-107.96875,2037.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-107.96875
2007,35.71875,-108.03125,2039.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-108.03125
2008,35.71875,-108.09375,2036.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-108.09375
2009,35.71875,-108.15625,2071.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-108.15625
2010,35.71875,-108.21875,2048.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-108.21875
2011,35.71875,-108.28125,2085.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-108.28125
2012,35.71875,-108.34375,2147.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-108.34375
2013,35.71875,-108.40625,2151.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-108.40625
2014,35.71875,-108.46875,2117.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-108.46875
2015,35.71875,-108.53125,2092.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-108.53125
2016,35.71875,-108.59375,2066.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-108.59375
2017,35.71875,-108.65625,1959.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-108.65625
2018,35.71875,-108.71875,1907.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-108.71875
2019,35.71875,-108.78125,1935.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-108.78125
2020,35.71875,-108.84375,2030.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-108.84375
2021,35.71875,-108.90625,2206.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-108.90625
2022,35.71875,-108.96875,2232.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-108.96875
2023,35.71875,-109.03125,2155.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.71875_-109.03125
2024,35.65625,-103.09375,1303.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.65625_-103.09375
2025,35.65625,-103.15625,1340.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.65625_-103.15625
2026,35.65625,-103.21875,1345.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.65625_-103.21875
2027,35.65625,-103.28125,1358.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.65625_-103.28125
2028,35.65625,-103.34375,1371.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.65625_-103.34375
2029,35.65625,-103.40625,1374.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.65625_-103.40625
2030,35.65625,-103.46875,1401.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.65625_-103.46875
2031,35.65625,-103.53125,1387.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.65625_-103.53125
2032,35.65625,-103.59375,1370.0,/home/jovyan/work/notebooks/data/70b977e22af544f8a7e5a803935c329c/70b977e22af544f8a7e5a803935c329c/data/contents/livneh2015/Daily_MET_1950_2013/raw/Meteorology_Livneh_NAmerExt_15Oct2014_35.65625_-103.59375
